OBJECTID;SOURCE;X_Este;Y_Norte;MINERAL_PPAL;FORMA_OCURRENCIA;ID_NOM_DEP;IG_MUN;IG_DEP
272;SGC;909788.821;1227293.327;Oro-Au;Veta;Matatus 2;Yalí;Antioquia
273;SGC;909617.229;1230534.206;Oro-Au;Veta;Mina Gato Negro;Yalí;Antioquia
274;SGC;911949.299;1229811.499;Oro-Au;Veta;Mina La Maraña;Yalí;Antioquia
275;SGC;914497.253;1232749.406;Oro-Au;Veta;Yalí;Yalí;Antioquia
276;SGC;919716.009;1324351.669;Oro-Au;Veta;Mina El Carmen;Zaragoza;Antioquia
277;SGC;913265.463;1315569.802;Oro-Au;Veta;Mina El Limón;Zaragoza;Antioquia
278;SGC;915226.897;1300579.723;Oro-Au;Veta;Mina El Zancudo;Zaragoza;Antioquia
279;SGC;918166.724;1328490.801;Oro-Au;Veta;Mina La Ye;Zaragoza;Antioquia
280;SGC;919382.051;1315968.581;Oro-Au;Veta;Mina Oro Verde;Zaragoza;Antioquia
281;SGC;973496.526;1397097.91;Oro-Au;Veta;San Luquitas;Arenal;Bolivar
282;SGC;975748.363;1404296.552;Oro-Au;Veta;San Pedro Frio;Arenal;Bolivar
283;SGC;999645.238;1450509.083;Oro-Au;Veta;Chungua;Barranco De Loba;Bolivar
284;SGC;1002968.876;1451084.334;Oro-Au;Veta;Nuvia;Barranco De Loba;Bolivar
285;SGC;967143.536;1373788.122;Oro-Au;Brecha;El Golfo;Montecristo;Bolivar
286;SGC;956681.953;1339423.116;Oro-Au;Veta;Filón Ventarrón;Montecristo;Bolivar
287;SGC;965447.328;1361225.548;Oro-Au;Veta;La Fortuna;Montecristo;Bolivar
288;SGC;955299.201;1347354.192;Oro-Au;Veta;Mina Paraíso de Dios;Montecristo;Bolivar
289;SGC;964738.334;1356990.226;Oro-Au;Brecha;Mina Pepo;Montecristo;Bolivar
290;SGC;956077.734;1342266.004;Oro-Au;Veta;Mina Veta;Montecristo;Bolivar
291;SGC;966576.559;1367296.485;Oro-Au;Veta;Mina Walter;Montecristo;Bolivar
292;SGC;948202.328;1383593.643;Oro-Au;Aluvial;Villa Uribe_1;Montecristo;Bolivar
293;SGC;962974.185;1385105.441;Oro-Au;Aluvial;Villa Uribe_10;Montecristo;Bolivar
294;SGC;965247.372;1388465.821;Oro-Au;Aluvial;Villa Uribe_11;Montecristo;Bolivar
295;SGC;955951.84;1372591.964;Oro-Au;Aluvial;Villa Uribe_2;Montecristo;Bolivar
296;SGC;954059.884;1377017.76;Oro-Au;Aluvial;Villa Uribe_5;Montecristo;Bolivar
297;SGC;953064.459;1384583.742;Oro-Au;Aluvial;Villa Uribe_8;Montecristo;Bolivar
298;SGC;982553.216;1422276.612;Oro-Au;Veta;Casa de Barro;Norosi;Bolivar
299;SGC;987375.274;1454802.146;Oro-Au;Veta;Mina la Esperanza;Norosi;Bolivar
300;SGC;997993.876;1436905.428;Oro-Au;Veta;Mina Patefoca_Ancha;Norosi;Bolivar
301;SGC;983646.002;1429011.643;Oro-Au;Veta;Mina Seca;Norosi;Bolivar
302;SGC;1004874.793;1435213.561;Oro-Au;Veta;Caño Hondo;Rio Viejo;Bolivar
303;SGC;990109.728;1429706.489;Oro-Au;Veta;Mina Brisa;Rio Viejo;Bolivar
304;SGC;975365.442;1409163.076;Oro-Au;Aluvial;Caño Hondo_1;Rioviejo;Bolivar
305;SGC;980147.681;1411781.856;Oro-Au;Aluvial;Caño Hondo_3;Rioviejo;Bolivar
306;SGC;972863.164;1406587.595;Oro-Au;Aluvial;Caño Hondo_4;Rioviejo;Bolivar
307;SGC;995726.573;1443176.534;Oro-Au;Veta;Culoalzao;Rioviejo;Bolivar
308;SGC;998390.498;1446958.862;Oro-Au;Diseminado;La Cabaña;San Martín De Loba;Bolivar
309;SGC;1000690.719;1452400.348;Oro-Au;Veta;Mina Curva;San Martín De Loba;Bolivar
310;SGC;1005287.992;1473160.359;Oro-Au;Veta;Mina El Prodigio;San Martín de Loba;Bolivar
311;SGC;997775.502;1477550.856;Oro-Au;Veta;Mina La Bendicion de Dios;San Martín De Loba;Bolivar
312;SGC;1000492.349;1465672.328;Oro-Au;Veta;Mina Pozo Rico;San Martín De Loba;Bolivar
313;SGC;999854.302;1458007.738;Oro-Au;Veta;Proyecto Mejía;San Martín De Loba;Bolivar
314;SGC;1015415.884;1451463.224;Oro-Au;Veta;Doña Juana;San Martin de Loba;Bolivar
315;SGC;1014853.217;1455278.712;Oro-Au;Veta;El Piñal;San Martin de Loba;Bolivar
316;SGC;995595.033;1448916.645;Oro-Au;Veta;La Cabaña;San Martin de Loba;Bolivar
317;SGC;998544.767;1453860.262;Oro-Au;Veta;Pueblito Mejia;San Martin de Loba;Bolivar
318;SGC;1005286.844;1481400.124;Oro-Au;Veta;San Martin de Loba;San Martin de Loba;Bolivar
319;SGC;990657.306;1360362.189;Oro-Au;Veta;Cerro Pelado;Santa Rosa del Sur;Bolivar
320;SGC;992347.793;1380280.151;Oro-Au;Veta;El Carmen;Santa Rosa del Sur;Bolivar
321;SGC;959097.221;1338204.429;Oro-Au;Veta;La Marisosa;Santa Rosa del Sur;Bolivar
322;SGC;959058.723;1331867.303;Oro-Au;Veta;Marisosa_1;Santa Rosa Del Sur;Bolivar
323;SGC;961421.931;1333988.796;Oro-Au;Veta;Mina Bola Chelo;Santa Rosa Del Sur;Bolivar
324;SGC;989405.902;1433378.525;Oro-Au;Brecha;Cerro el Oso;Tiquisio;Bolivar
325;SGC;969853.664;1419971.988;Oro-Au;Veta;El Avión;Tiquisio;Bolivar
326;SGC;966051.555;1416866.932;Oro-Au;Veta;Hedionda;Tiquisio;Bolivar
327;SGC;980265.045;1427873.871;Oro-Au;Veta;Las Nieves;Tiquisio;Bolivar
328;SGC;968019.543;1411921.678;Oro-Au;Veta;Toribio;Tiquisio;Bolivar
329;SGC;981728.409;1425075.089;Oro-Au;Veta;Mina Brinca;Tiquisio (Puerto Rico);Bolivar
330;SGC;980625.951;1422277.418;Oro-Au;Veta;Mina Rechimba;Tiquisio (Puerto Rico);Bolivar
331;SGC;836010.559;1107027.894;Oro-Au;Stockwork;Ancal;Aguadas;Caldas
332;SGC;839584.69;1109165.092;Plata-Ag;Veta;La Armenia;Aguadas;Caldas
333;SGC;857067.952;1106757.421;Arcilla_Caolinita;Estratiforme;La Grilla;Aguadas;Caldas
334;SGC;833002.437;1122500.651;Grafito-C;Diseminado;La María;Aguadas;Caldas
335;SGC;859011.751;1098390.945;Oro-Au;Veta;La Palma_2;Aguadas;Caldas
336;SGC;833693.864;1124191.39;Oro-Au;Veta;No Indicado_17_0008;Aguadas;Caldas
337;SGC;854250.062;1105469.431;Arcilla_Caolinita;Estratiforme;Rafaela;Aguadas;Caldas
338;SGC;820282.86;1065306.784;Oro-Au;Veta;Alejandría;Anserma;Caldas
339;SGC;820145.416;1072243.519;Oro-Au;Veta;Concharí_1;Anserma;Caldas
340;SGC;812744.477;1070858.027;Molibdeno-Mo;Stockwork;Concherí;Anserma;Caldas
341;SGC;817603.672;1071442.544;Cobre-Cu;Veta;El Tascón;Anserma;Caldas
342;SGC;819766.6;1067266.224;Oro-Au;Veta;La India;Anserma;Caldas
343;SGC;819049.357;1064380.664;Oro-Au;Veta;La Perla;Anserma;Caldas
344;SGC;817238.913;1071908.144;Cobre-Cu;Stockwork;La Plombagina;Anserma;Caldas
345;SGC;812754.404;1074542.046;Oro-Au;Veta;Mina Chorroseco;Anserma;Caldas
346;SGC;842032.424;1080287.623;Mercurio-Hg;Veta;Nueva Esperanza_2;Aranzazu;Caldas
347;SGC;837594.92;1074578.92;Mercurio-Hg;Zona de Cizalla;Balmoral;Filadelfia;Caldas
348;SGC;825751.018;1078700.848;Oro-Au;Aluvial;La Amapola;Filadelfia;Caldas
349;SGC;836125.307;1081429.813;Asbestos;Stockwork;La Curva de la Empanada;Filadelfia;Caldas
350;SGC;830466.939;1084485.74;Oro-Au;Veta;La Soledad;Filadelfia;Caldas
351;SGC;836279.378;1076285.576;Mercurio-Hg;Zona de Cizalla;Los Lavaderos;Filadelfia;Caldas
352;SGC;836332.699;1089283.409;Asbestos;Stockwork;Puente Tierra;La Merced;Caldas
353;SGC;833044.58;1054213.193;Oro-Au;Veta;El Algarrobo;Manizales;Caldas
354;SGC;824136.374;1053836.209;Oro-Au;Veta;La Cabaña;Manizales;Caldas
355;SGC;850251.606;1050547.11;Oro-Au;Veta;Mina El Diamante;Manizales;Caldas
356;SGC;852237.1;1050554.086;Oro-Au;Veta;Mina La Cascada;Manizales;Caldas
357;SGC;852325.022;1050155.699;Oro-Au;Veta;Mina La Coqueta;Manizales;Caldas
358;SGC;883373.316;1065704.941;Manganeso-Mn;Veta;Aguabonita_1;Manzanares;Caldas
359;SGC;887798.211;1072997.416;Oro-Au;Veta;La Reina;Manzanares;Caldas
360;SGC;883425.779;1063902.038;Oro-Au;Brecha;Mina El Porce;Manzanares;Caldas
361;SGC;878436.864;1064529.83;Oro-Au;Veta;Mina La Sonrisa;Manzanares;Caldas
362;SGC;879275.972;1068864.051;Oro-Au;Veta;Mina San Antonio;Manzanares;Caldas
363;SGC;885024.486;1065082.856;Oro-Au;Veta;Mina Santafé_tunel1;Manzanares;Caldas
364;SGC;886671.668;1068851.692;Oro-Au;Veta;MinaLa Pedrera;Manzanares;Caldas
365;SGC;879701.101;1064594.025;Cobre-Cu;Veta;San Vicente;Manzanares;Caldas
366;SGC;829306.307;1099002.568;Oro-Au;Veta;MIna La Fortuna;Marmato;Caldas
367;SGC;831287.912;1097957.646;Oro-Au;Veta;Mina La Golondrina;Marmato;Caldas
368;SGC;831531.116;1097691.534;Oro-Au;Veta;Mina La Maruja;Marmato;Caldas
369;SGC;891303.192;1080955.06;Plata-Ag;Veta;La Diamantina;Marquetalia;Caldas
370;SGC;899068.568;1077061.207;Grafito-C;Masivo;La Quiebra;Marquetalia;Caldas
371;SGC;895648.313;1080627.576;Oro-Au;Veta;La Venturosa;Marquetalia;Caldas
372;SGC;901999.501;1079998.872;Cobre-Cu;Veta;Los Andes;Marquetalia;Caldas
373;SGC;861223.419;1079682.015;Oro-Au;Veta;El Páramo;Marulanda;Caldas
374;SGC;869268.928;1059978.158;Oro-Au;Veta;Mina El Lingote_BacaminaJ1;Marulanda;Caldas
375;SGC;822541.297;1072414.368;Oro-Au;Stockwork;Betulia_1;Neira;Caldas
376;SGC;819984.696;1070130.935;Oro-Au;Veta;Cuba;Neira;Caldas
377;SGC;827185.042;1066760.809;Oro-Au;Veta;El Río_3;Neira;Caldas
378;SGC;821965.303;1072681.346;Uranio-U;Brecha;Irra;Neira;Caldas
379;SGC;847209.401;1064712.247;Oro-Au;Veta;La Cristalina;Neira;Caldas
380;SGC;851571.482;1066483.81;Oro-Au;Brecha;La Cristalina2;Neira;Caldas
381;SGC;830556.84;1062261.299;Asbestos;Stockwork;La Isla;Neira;Caldas
382;SGC;826293.916;1065192.132;Oro-Au;Veta;San José_1;Neira;Caldas
383;SGC;825276.388;1066334.093;Oro-Au;Veta;San José_3;Neira;Caldas
384;SGC;911250.122;1109117.11;Oro-Au;Veta;Filón Tesorito;Norcasia;Caldas
385;SGC;916227.906;1119738.713;Oro-Au;No Consolidado;No Indicado_17_0009;Norcasia;Caldas
386;SGC;910884.914;1109449.393;Cobre-Cu;Veta;No Indicado_17_0010;Norcasia;Caldas
387;SGC;915252.675;1111025.1;Oro-Au;Veta;No Indicado_17_0011;Norcasia;Caldas
388;SGC;835075.597;1105459.401;Plata-Ag;Veta;El Bureo;Pácora;Caldas
389;SGC;839774.112;1100469.885;Oro-Au;Veta;El Escobal;Pácora;Caldas
390;SGC;843544.514;1105859.063;Mercurio-Hg;Zona de Cizalla;La Mica;Pácora;Caldas
391;SGC;845923.655;1104238.428;Asbestos;Stockwork;Peñas Azules;Pácora;Caldas
392;SGC;829575.271;1050626.095;Oro-Au;Veta;San Peregrino;Palestina;Caldas
393;SGC;886052.721;1096646.964;Oro-Au;Veta;Mina San Francisco;Pensilvania;Caldas
394;SGC;882532.925;1099340.727;Oro-Au;Veta;Minera Guayaquil_Tunel Los Lopez;Pensilvania;Caldas
395;SGC;878998.403;1099889.029;Oro-Au;Diseminado;Río Dulce- Arboledas;Pensilvania;Caldas
396;SGC;827013.612;1082492.105;Oro-Au;Veta;Jaguero;Riosucio;Caldas
397;SGC;820204.759;1094756.284;Oro-Au;Veta;Mina El Barro;Riosucio;Caldas
398;SGC;821154.463;1093359.821;Oro-Au;Veta;Mina Gavia;Riosucio;Caldas
399;SGC;813910.235;1087693.038;Antimonio-Sb;Veta;Mina La Palma;Riosucio;Caldas
400;SGC;803279.421;1088641.373;Oro-Au;Veta;Río Grande_2;Riosucio;Caldas
401;SGC;819442.194;1057487.518;Mármol;Estratiforme;Caldas_Arauca;Risaralda;Caldas
402;SGC;842367.863;1091061.08;Plata-Ag;Veta;El Corozo 1;Salamina;Caldas
403;SGC;853917.952;1090481.979;Oro-Au;Veta;San Pablo;Salamina;Caldas
404;SGC;901543.955;1109484.897;Uranio-U;Estratiforme;Berlín;Samaná;Caldas
405;SGC;902658.647;1091312.029;Oro-Au;Diseminado;El Morro;Samaná;Caldas
406;SGC;898407.263;1094503.541;Oro-Au;Veta;La Cristalina;Samaná;Caldas
407;SGC;898395.842;1086916.498;Plata-Ag;Veta;La Gallina;Samaná;Caldas
408;SGC;897404.259;1090899.544;Oro-Au;Veta;La Gruta;Samaná;Caldas
409;SGC;887601.518;1108003.175;Oro-Au;Veta;La Pola;Samaná;Caldas
410;SGC;893651.577;1086912.701;Plata-Ag;Veta;La Sofia;Samaná;Caldas
411;SGC;902003.398;1098004.138;Cobre-Cu;Veta;Media Cuesta;Samaná;Caldas
412;SGC;888230.353;1106354.129;Oro-Au;Veta;Mina La Selva;Samaná;Caldas
413;SGC;891505.003;1102997.434;Plata-Ag;Veta;Río Claro;Samaná;Caldas
414;SGC;849395.892;1039000.777;Oro-Au;Veta;El Retiro;Villamaría;Caldas
415;SGC;855198.739;1039409.491;Azufre-S;Masivo;Finca La Selva;Villamaría;Caldas
416;SGC;841116.43;1047712.675;Antimonio-Sb;Brecha;La Cristalina;Villamaría;Caldas
417;SGC;841976.54;1040199.891;Oro-Au;Veta;La Guayana;Villamaría;Caldas
418;SGC;850930.791;1046397.697;Oro-Au;Stockwork;Mina Gallinazo;Villamaría;Caldas
419;SGC;855746.614;1041598.523;Hierro-Fe;Masivo;Termales;Villamaría;Caldas
420;SGC;849062.941;1038935.089;Oro-Au;Veta;Toldafría;Villamaría;Caldas
421;SGC;798299.916;1049932.171;Manganeso-Mn;Stockwork;El Porvenir;Viterbo;Caldas
422;SGC;802104.03;1053484.174;Oro-Au;Aluvial;San José_Viterbo;Viterbo;Caldas
423;SGC;817327.478;1347322.214;Cobre-Cu;Estratiforme;El Alacrán;Puerto Libertador;Cordoba
424;SGC;819838.744;1348916.802;Cobre-Cu;Stockwork;San Matias_Montiel E;Puerto Libertador;Cordoba
425;SGC;836081.3;1345438.779;Níquel-Ni;No Consolidado;Magambo_1;San José De Uré;Cordoba
426;SGC;836139.735;1352696.016;Níquel-Ni;No Consolidado;Magambo_Alto El Oso;San José De Uré;Cordoba
427;SGC;835973.411;1349311.264;Níquel-Ni;No Consolidado;Magambo_San Juan;San José De Uré;Cordoba
428;SGC;836053.418;1356391.428;Níquel-Ni;No Consolidado;Magambo_Viera;San José De Uré;Cordoba
429;SGC;750757.654;1085605.193;Platino-Pt;Aluvial;Alto Condoto;Bagadó;Choco
430;SGC;763317.944;1093229.123;Platino-Pt;Aluvial;Andágueda_1;Bagadó;Choco
431;SGC;753267.47;1089480.483;Platino-Pt;Aluvial;Andágueda_2;Bagadó;Choco
432;SGC;743719.854;1087147.615;Oro-Au;Aluvial;Bagadó_2;Bagadó;Choco
433;SGC;748788.12;1089906.486;Cobre-Cu;Veta;Dojurá;Bagadó;Choco
434;SGC;747331.294;1088882.675;Cobre-Cu;Veta;El Salto;Bagadó;Choco
435;SGC;746179.441;1095206.426;Cobre-Cu;Veta;Jegodá;Bagadó;Choco
436;SGC;770579.296;1114826.33;Oro-Au;Veta;Mina Dabeibe;Bagadó;Choco
437;SGC;746469.303;1089727.017;Cobre-Cu;Veta;Muchichí;Bagadó;Choco
438;SGC;748125.556;1093649.661;Cobre-Cu;Veta;Mutumbudó;Bagadó;Choco
439;SGC;750757.654;1085605.193;Platino-Pt;Aluvial;San Marino_1;Bagadó;Choco
440;SGC;714826.86;1274556.156;Cobre-Cu;Diseminado;Jarapetó;Carmen del Darién (Curbaradó);Choco
441;SGC;715745.375;1270654.325;Cobre-Cu;Diseminado;La Rica;Carmen del Darién (Curbaradó);Choco
442;SGC;775106.081;1140902.965;Cobre-Cu;Masivo;Anomalía 24;El Carmen;Choco
443;SGC;776769.162;1144238.742;Cobre-Cu;Masivo;Galilea;El Carmen;Choco
444;SGC;771690.528;1152169.35;Oro-Au;Estratiforme;La Calera Norte;El Carmen;Choco
445;SGC;771939.172;1147531.848;Cobre-Cu;Masivo;Mina El Roble;El Carmen;Choco
446;SGC;771939.213;1147542.913;Cobre-Cu;Masivo;Mina El Roble;El Carmen;Choco
447;SGC;767058.857;1140312.912;Cobre-Cu;Stockwork;Mina Gibraltar;El Carmen;Choco
448;SGC;774216.865;1143196.776;Oro-Au;Masivo;San Lorenzo Sur;El Carmen;Choco
449;SGC;745576.102;1111311.774;Platino-Pt;Aluvial;Mumbarado;Lloró;Choco
450;SGC;741907.529;1120058.624;Platino-Pt;Aluvial;Rio Atrato;Lloró;Choco
451;SGC;740230.886;1148908.294;Cobre-Cu;Diseminado;Comitá;Quibdó;Choco
452;SGC;749440.282;1165127.899;Platino-Pt;Aluvial;Curazamba;Quibdó;Choco
453;SGC;756433.263;1168507.647;Platino-Pt;Aluvial;La Cristalina;Quibdó;Choco
454;SGC;740577.887;1131131.81;Oro-Au;Veta;La Equis-Progreso;Quibdó;Choco
455;SGC;754237.166;1167830.509;Platino-Pt;Aluvial;Romerales;Quibdó;Choco
456;SGC;770447.17;1076351.338;Oro-Au;Aluvial;Mina Los Canarios;Tadó;Choco
457;SGC;777592.731;1090657.408;Platino-Pt;Aluvial;Agüita;Mistrató;Risaralda
458;SGC;780613.825;1098879.919;Oro-Au;Veta;Distrito Minero de Puerto de Oro;Mistrató;Risaralda
459;SGC;818841.022;1078099.178;Oro-Au;Diseminado;El Centro;Quinchía;Risaralda
460;SGC;821737.124;1083069.867;Oro-Au;Veta;Mina Nacedero;Quinchía;Risaralda
461;SGC;822079.992;1082737.09;Oro-Au;Diseminado;Mina Tominejo;Quinchía;Risaralda
462;SGC;821543.233;1076731.4;Oro-Au;Stockwork;Tesorito;Quinchía;Risaralda
463;SGC;820209.226;1035703.045;Oro-Au;Diseminado;El Poma;Santa Rosa De Cabal;Risaralda
464;SGC;892684.648;1002007.562;Oro-Au;Veta;El Llanito;Alvarado;Tolima
465;SGC;885052.165;996278.137;Plomo-Pb;Sin información;Las Dalias;Anzoátegui;Tolima
466;SGC;874230.323;996040.002;Oro-Au;Veta;Mina La Sonora;Anzoátegui;Tolima
467;SGC;883723.659;998580.536;Plomo-Pb;Sin información;San Martín;Anzoátegui;Tolima
468;SGC;859978.028;1038349.473;Oro-Au;Sin información;Alegrías;Casabianca;Tolima
469;SGC;888951.492;1051915.128;Oro-Au;Sin información;El Carmen;Casabianca;Tolima
470;SGC;888535.659;1055532.397;Oro-Au;Sin información;El Chivato;Casabianca;Tolima
471;SGC;891764.883;1056898.882;Oro-Au;Sin información;El Concho;Casabianca;Tolima
472;SGC;859922.435;1038283.212;Hierro-Fe;Sin información;Mina De Hierro;Casabianca;Tolima
473;SGC;901416.64;1051653.715;Oro-Au;Sin información;Calamonte;Falan;Tolima
474;SGC;893480.859;1054938.707;Oro-Au;Sin información;El Tesoro;Falan;Tolima
475;SGC;896098.938;1047834.482;Oro-Au;Sin información;Frías;Falan;Tolima
476;SGC;897775.307;1049004.438;Oro-Au;Sin información;La Quebradona;Falan;Tolima
477;SGC;900452.223;1059949.803;Oro-Au;Sin información;Mina La Rica;Falan;Tolima
478;SGC;902253.958;1047549.458;Oro-Au;Sin información;Mina Tavera;Falan;Tolima
479;SGC;904124.975;1069832.058;Oro-Au;Veta;Minas de Falan;Falan;Tolima
480;SGC;903766.204;1058772.926;Oro-Au;Diseminado;Proyecto Santa Ana;Falan;Tolima
481;SGC;892158.071;1067504.774;Oro-Au;Sin información;Barreto;Fresno;Tolima
482;SGC;897316.024;1076444.439;Plomo-Pb;Sin información;El Rubí;Fresno;Tolima
483;SGC;897193.909;1076334.022;Oro-Au;Veta;Mina El Rubí;Fresno;Tolima
484;SGC;891176.833;1071100.786;Oro-Au;Sin información;Mina Portugal;Fresno;Tolima
485;SGC;899704.296;1064275.206;Oro-Au;Aluvial;Minidragos_Qda. Nicua;Fresno;Tolima
486;SGC;896354.905;1071291.98;Oro-Au;Aluvial;No Indicado_73_0011;Fresno;Tolima
487;SGC;887721.088;1066394.66;Oro-Au;Sin información;El Centro;Fresno;Tolima
488;SGC;895715.361;1066205.398;Oro-Au;Sin información;La Cabrera;Fresno;Tolima
489;SGC;882796.749;1059025.518;Oro-Au;Sin información;La Floresta;Herveo;Tolima
490;SGC;888809.224;992368.711;Oro-Au;Veta;Mina La Siberia;Ibagué;Tolima
491;SGC;901521.682;1039078.777;Oro-Au;Sin información;Charco Azul;Lerida;Tolima
492;SGC;892842.857;1028064.197;Oro-Au;Sin información;La Plata;Libano;Tolima
493;SGC;895095.81;1044396.322;Oro-Au;Sin información;Santa Cruz;Libano;Tolima
494;SGC;899777.808;1029027.908;Oro-Au;Sin información;Santa Helena;Libano;Tolima
495;SGC;889767.818;1026697.201;Grafito-C;Zona de Cizalla;Alto Cielo;Líbano;Tolima
496;SGC;892572.814;1025399.163;Grafito-C;Zona de Cizalla;El Morro;Líbano;Tolima
497;SGC;890651.543;1039248.904;Grafito-C;Zona de Cizalla;Lagunilla;Líbano;Tolima
498;SGC;893662.172;1042440.799;Oro-Au;Veta;Mina El Gran Porvenir;Líbano;Tolima
499;SGC;893076.83;1036524.631;Oro-Au;Sin información;San Luis;Líbano;Tolima
500;SGC;907291.181;1074605.519;Oro-Au;Sin información;Malabar;Mariquita;Tolima
501;SGC;901243.848;1070942.037;Oro-Au;Sin información;Plata Vieja;Mariquita;Tolima
502;SGC;888406.381;1013648.481;Oro-Au;Veta;Mina Las Animas;Santa Isabel;Tolima
503;SGC;889827.725;1044658.444;Oro-Au;Sin información;La Cesar;Villa Hermosa;Tolima
504;SGC;886757.274;1045901.862;Oro-Au;Sin información;Cajones;Villahermosa;Tolima
505;SGC;889353.355;1038996.458;Cobre-Cu;Sin información;La Bornita;Villahermosa;Tolima
506;AGA;897300;1080802;Plata-Ag;Veta;La Maria;Marquetalia;Caldas
507;AGA;896830;1089072;Plata-Ag;Veta;Sinai;Samana;Caldas
508;AGA;902000;1090902;Plata-Ag;Veta;Rancho Largo;Samana;Caldas
509;AGA;888700;1093502;Plata-Ag;Veta;Vivoral;Samana;Caldas
510;AGA;894300;1103302;Plata-Ag;Veta;El Recreo;Samana;Caldas
511;AGA;892300;1106502;Plata-Ag;Veta;El Porvenir;Samana;Caldas
512;AGA;888000;1107402;Plata-Ag;Veta;La Gironda;Samana;Caldas
513;AGA;881350;1094002;Plata-Ag;Veta;Alaska;Pensilvania;Caldas
514;AGA;882800;1105302;Plata-Ag;Veta;San Agustin;Narino;Antioquia
515;AGA;887750;1075662;Plata-Ag;Veta;Guayabal;Manzanares;Caldas
516;AGA;902200;1109902;Plata-Ag;Veta;Playa Rica;Samana;Caldas
517;AGA;843750;1054902;Plata-Ag;Veta;Santa ana;Manizales;Caldas
518;AGA;843180;1090402;Plata-Ag;Veta;El Corozo;Salamina;Caldas
519;AGA;833509;1105374;Plata-Ag;Veta;Palmira;Pacora;Caldas
520;AGA;907352;1079422;Plata-Ag;Veta;la maria;Victoria;Caldas
521;AGA;853186;1085458;Plata-Ag;Sin Informacion;Sin Nombre;Salamina;Caldas
522;AGA;843418;1090719;Plata-Ag;Veta;El Corozo;Salamina;Caldas
523;AGA;903247;1057364;Plata-Ag;Veta;Tesoro;Falan;Tolima
524;AGA;894339;1052431;Plata-Ag;Veta;Patiburri;PaloCabildo;Tolima
525;AGA;895701;1070974;Plata-Ag;Veta;El Rubi;Fresno;Tolima
526;AGA;890762;1054356;Plata-Ag;Veta;El Rubi;Casabianca;Tolima
527;AGA;903000;1090902;Plata-Ag;Veta;Rancho Largo;Samana;Caldas
528;AGA;887700;1093502;Plata-Ag;Veta;Viboral;Pensilvania;Caldas
529;AGA;891800;1106502;Plata-Ag;Sin Informacion;El Provenir;Samana;Caldas
530;AGA;859680;1099262;Plata-Ag;Veta;La Secreta;Aguadas;Caldas
531;AGA;813225;1287167;Plata-Ag;Sin Informacion;Ituango 7;Ituango;Antioquia
532;AGA;812948;1287402;Plata-Ag;Sin Informacion;Ituango 8;Ituango;Antioquia
533;AGA;812635;1287659;Plata-Ag;Sin Informacion;Ituango 9;Ituango;Antioquia
534;AGA;812321;1083793;Al;Veta;Sin Informacion;Guatica;Risaralda
535;AGA;858468;1153251;Al;Lenticular;Erecos;La Union;Antioquia
536;AGA;858999;1152345;Al;Lenticular;Sin Nombre;La Union;Antioquia
537;AGA;858502;1152008;Al;Lenticular;La Colombiana;La Union;Antioquia
538;AGA;861451;1161346;Al;Lenticular;Ceramica Rirama;El Carmen de Viboral;Antioquia
539;AGA;861506;1161598;Al;Lenticular;Ceramica Los Andes;El Carmen de Viboral;Antioquia
540;AGA;861445;1161848;Al;Lenticular;Ceramica El Capito;El Carmen de Viboral;Antioquia
541;AGA;861421;1162052;Al;Lenticular;Ceramica La Libertad;El Carmen de Viboral;Antioquia
542;AGA;862398;1161519;Al;Lenticular;Ceramica Continental;El Carmen de Viboral;Antioquia
543;AGA;862854;1160982;Al;Lenticular;Ceramica Jupiter;El Carmen de Viboral;Antioquia
544;AGA;884550;1065552;As;Veta;Sebastopol;Manzanares;Caldas
545;AGA;870700;1064602;As;Veta;San Vicente;Manzanares;Caldas
546;AGA;879180;1079662;As;Veta;La Carmelita;Pensilvania;Caldas
547;AGA;748500;1238752;Oro-Au;Veta;El Salto;Frontino;Antioquia
548;AGA;799000;1234002;Oro-Au;Veta;La Centeno;Buritica;Antioquia
549;AGA;782000;1240002;Oro-Au;Veta;Alto Pizarro;Canasgordas;Antioquia
550;AGA;782250;1233502;Oro-Au;Veta;Morro Gacho;Abriaqui;Antioquia
551;AGA;770000;1231752;Oro-Au;Veta;El Cerro;Frontino;Antioquia
552;AGA;769500;1218502;Oro-Au;Veta;La Horqueta;Urrao;Antioquia
553;AGA;751000;1219502;Oro-Au;Veta;Rio Polo;Frontino;Antioquia
554;AGA;761633;1207359;Oro-Au;Veta;L a Esperanza;Urrao;Antioquia
555;AGA;764788;1201501;Oro-Au;Veta;Ontario;Urrao;Antioquia
556;AGA;773500;1206502;Oro-Au;Veta;Morro de Urrao;Urrao;Antioquia
557;AGA;787500;1207502;Oro-Au;Veta;La Nocosca;Urrao;Antioquia
558;AGA;774000;1197002;Oro-Au;Veta;Plateada;Urrao;Antioquia
559;AGA;792500;1200002;Oro-Au;Veta;El Tambor;Caicedo;Antioquia
560;AGA;791250;1191252;Oro-Au;Veta;Guintar;Anza;Antioquia
561;AGA;771500;1170002;Oro-Au;Veta;La Amparo;Urrao;Antioquia
562;AGA;773429;1156485;Oro-Au;Veta;El Plateado;Salgar;Antioquia
563;AGA;778500;1134002;Oro-Au;Veta;Farallones;Bolivar;Antioquia
564;AGA;785000;1121752;Oro-Au;Veta;Taparto;Betania;Antioquia
565;AGA;790000;1108752;Oro-Au;Veta;Santa Rita;Andes;Antioquia
