OBJECTID;SOURCE;X_Este;Y_Norte;MINERAL_PPAL;FORMA_OCURRENCIA;ID_NOM_DEP;IG_MUN;IG_DEP
897;AGA;819998;1093383;Oro-Au;Veta;Las animas;Riosucio;Caldas
898;AGA;821113;1093560;Oro-Au;Diseminado;Gavia;Riosucio;Caldas
899;AGA;821006;1093265;Oro-Au;Diseminado;Sin nombre 3;Riosucio;Caldas
900;AGA;782239;1232775;Oro-Au;Veta;Morro Gacho;Frontino;Antioquia
901;AGA;782269;1240153;Oro-Au;Veta;Alto Pizarro;Frontino;Antioquia
902;AGA;781724;1090771;Oro-Au;Veta;Las Camelias;Pueblo rico;Risaralda
903;AGA;779872;1090777;Oro-Au;Veta;La rica;Pueblo rico;Risaralda
904;AGA;899966;1077589;Oro-Au;Veta;Guacas;Victoria;Caldas
905;AGA;797285;1234682;Oro-Au;Veta;La madera;Buritica;Antioquia
906;AGA;797186;1234354;Oro-Au;Veta;La plateada;Buritica;Antioquia
907;AGA;796845;1233915;Oro-Au;Veta;Naldo;Buritica;Antioquia
908;AGA;797251;1233927;Oro-Au;Veta;La Melliza;Buritica;Antioquia
909;AGA;797826;1234140;Oro-Au;Veta;La gringa;Buritica;Antioquia
910;AGA;798398;1234562;Oro-Au;Veta;Yalajo;Buritica;Antioquia
911;AGA;798607;1234473;Oro-Au;Veta;La monsalve;Buritica;Antioquia
912;AGA;799172;1234358;Oro-Au;Veta;Canalon rico;Buritica;Antioquia
913;AGA;833529;1107118;Oro-Au;Veta;Mina La Julia;Cramanta;Antioquia
914;AGA;817066;1113640;Oro-Au;Veta;Rio Claro;Tamesis;Antioquia
915;AGA;820465;1106005;Oro-Au;Veta;La Pinera;Tamesis;Antioquia
916;AGA;819974;1105633;Oro-Au;Veta;mina El Conde;Tamesis;Antioquia
917;AGA;818338;1108395;Oro-Au;Veta;Mina La Esperanza;Tamesis;Antioquia
918;AGA;821889;1108642;Oro-Au;Veta;Tunel Abandonado;Tamesis;Antioquia
919;AGA;844974;1110180;Oro-Au;Sin Informacion;Sin nombre;Aguadas;Caldas
920;AGA;841730;1108110;Oro-Au;Sin Informacion;Sin nombre;Pacora;Caldas
921;AGA;843745;1099259;Oro-Au;Sin Informacion;El Porvenir;Pacora;Caldas
922;AGA;833599;1110805;Oro-Au;Sin Informacion;San Antonio de Arma;Aguadas;Caldas
923;AGA;836223;1105793;Oro-Au;Sin Informacion;La Esperanza;Pacora;Caldas
924;AGA;836187;1104440;Oro-Au;Sin Informacion;San Juan;Pacora;Caldas
925;AGA;840370;1111149;Oro-Au;Sin Informacion;La Armenia;Pacora;Caldas
926;AGA;843622;1116073;Oro-Au;Sin Informacion;Barro Azul;Aguadas;Caldas
927;AGA;833573;1125961;Oro-Au;Sin Informacion;El Chelnig;La Pintada;Antioquia
928;AGA;838148;1123835;Oro-Au;Sin Informacion;Campo David;Abejorral;Antioquia
929;AGA;848546;1092394;Oro-Au;Sin Informacion;Sin Nombre;Salamina;Caldas
930;AGA;860159;1091521;Oro-Au;Sin Informacion;El Porvenir;Salamina;Caldas
931;AGA;860105;1087052;Oro-Au;Sin Informacion;La Samaria;Salamina;Caldas
932;AGA;858889;1083874;Oro-Au;Sin Informacion;Quirama;Salamina;Caldas
933;AGA;863067;1083180;Oro-Au;Sin Informacion;Guayaquil;Salamina;Caldas
934;AGA;856231;1082109;Oro-Au;Sin Informacion;La Transformacion;Salamina;Caldas
935;AGA;853091;1080747;Oro-Au;Sin Informacion;Sin Nombre;Salamina;Caldas
936;AGA;853029;1086626;Oro-Au;Sin Informacion;Los Molinos;Salamina;Caldas
937;AGA;856641;1084805;Oro-Au;Sin Informacion;La Arenosa;Salamina;Caldas
938;AGA;774750;1157252;Oro-Au;Veta;El Plateado;Salgar;Antioquia
939;AGA;888909;1000327;Oro-Au;Veta;Sin Informacion;Anzoategui;Tolima
940;AGA;891338;1013761;Oro-Au;Veta;Sin Informacion;Venadillo;Tolima
941;AGA;897198;1015477;Oro-Au;Veta;Sin Informacion;Venadillo;Tolima
942;AGA;899970;1027188;Oro-Au;Veta;Sin Informacion;Lerida;Tolima
943;AGA;841737;1027956;Oro-Au;Veta;Sin Informacion;Santa Rosa de Cabal;Risaralda
944;AGA;845522;1023815;Oro-Au;Veta;Sin Informacion;Santa Rosa de Cabal;Risaralda
945;AGA;846927;1043456;Oro-Au;Veta;Sin Informacion;Villamaria;Caldas
946;AGA;858647;1045507;Oro-Au;Veta;Sin Informacion;Villamaria;Caldas
947;AGA;897924;1042696;Oro-Au;Veta;Sin Informacion;Libano;Tolima
948;AGA;897254;1056134;Oro-Au;Veta;Sin Informacion;Palocabildo;Tolima
949;AGA;883138;1063735;Oro-Au;Diseminado;Sin Informacion;Manzanares;Caldas
950;AGA;858331;1065839;Oro-Au;Veta;Sin Informacion;Neira;Caldas
951;AGA;905595;1104360;Oro-Au;Veta;Sin Informacion;Norcasia;Caldas
952;AGA;874585;1105097;Oro-Au;Veta;Sin Informacion;Narino;Antioquia
953;AGA;797982;1187209;Oro-Au;Diseminado;Aragon;Anza;Antioquia
954;AGA;798167;1188281;Oro-Au;Diseminado;La Pastorera;Antioquia;Antioquia
955;AGA;765641;1144266;Oro-Au;Veta;El Roble;El Carmen;Choco
956;AGA;807122;1162272;Oro-Au;Veta;Candela;Titiribi;Antioquia
957;AGA;807679;1163293;Oro-Au;Veta;La Veta;Titiribi;Antioquia
958;AGA;808671;1161494;Oro-Au;Veta;La Margarita;Titiribi;Antioquia
959;AGA;808437;1163696;Oro-Au;Veta;La Independencia;Titiribi;Antioquia
960;AGA;817023;1081151;Oro-Au;Sin Informacion;Encorollal;Quichia;Risaralda
961;AGA;786444;1095556;Oro-Au;Sin Informacion;Los Cobardes;Mistrao;Risaralda
962;AGA;785054;1097325;Oro-Au;Sin Informacion;Santa Clara;Bagado;Choco
963;AGA;783790;1097325;Oro-Au;Sin Informacion;Esperanza;Bagado;Choco
964;AGA;772165;1110340;Oro-Au;Sin Informacion;Informacion Insuficiente;Bagado;Choco
965;AGA;766352;1114763;Oro-Au;Sin Informacion;Informacion Insuficiente;El Carmen de Atrato;Choco
966;AGA;770143;1141046;Oro-Au;Sin Informacion;Sin Nombre;El Carmen de Atrato;Choco
967;AGA;770017;1147111;Oro-Au;Sin Informacion;Sin Nombre;El Carmen de Atrato;Choco
968;AGA;813359;1158737;Oro-Au;Sin Informacion;Sin Nombre;Titribi;Antioquia
969;AGA;819077;1079058;Oro-Au;Sin Informacion;Dos Quebradas;Quinchia;Risaralda
970;AGA;819050;1077758;Oro-Au;Sin Informacion;La Cumbre;Quinchia;Risaralda
971;AGA;820899;1077533;Oro-Au;Sin Informacion;Miraflores;Quinchia;Risaralda
972;AGA;871000;996002;Oro-Au;Veta;Golondrinas;Ibague;Tolima
973;AGA;903508;1025221;Oro-Au;Veta;San Jose;Lerida;Tolima
974;AGA;902443;1032099;Oro-Au;Veta;La Elvira;Lerida;Tolima
975;AGA;893736;1028995;Oro-Au;Veta;El Papayo;Libano;Tolima
976;AGA;890622;1030396;Oro-Au;Veta;La Plata;Libano;Tolima
977;AGA;894172;1033615;Oro-Au;Sin Informacion;Tequendama;Libano;Tolima
978;AGA;894283;1036086;Oro-Au;Veta;Las Penitas;Libano;Tolima
979;AGA;893747;1037591;Oro-Au;Veta;San Luis;Libano;Tolima
980;AGA;888807;1039102;Oro-Au;Veta;San Antonio;Villahermosa;Tolima
981;AGA;889665;1038241;Oro-Au;Veta;Santa Rita;Libano;Tolima
982;AGA;896328;1038769;Oro-Au;Veta;El Tibet;Libano;Tolima
983;AGA;901058;1040482;Oro-Au;Veta;El Eden;Lerida;Tolima
984;AGA;891387;1040173;Oro-Au;Veta;El Condor;Libano;Tolima
985;AGA;893539;1041996;Oro-Au;Veta;El Toro;Libano;Tolima
986;AGA;894184;1042640;Oro-Au;Veta;El Vergel;Libano;Tolima
987;AGA;894937;1043069;Oro-Au;Veta;El Porvenir;Libano;Tolima
988;AGA;895475;1043820;Oro-Au;Veta;Sur Cirpe;Libano;Tolima
989;AGA;895906;1044786;Oro-Au;Veta;El Cirpe;Villahermosa;Tolima
990;AGA;873341;1044066;Oro-Au;Veta;Las Gaviotas;Casabianca;Tolima
991;AGA;895374;1048118;Oro-Au;Veta;El Real;Falan;Tolima
992;AGA;896772;1049191;Oro-Au;Veta;Frias;Falan;Tolima
993;AGA;896022;1050373;Oro-Au;Veta;El Topacio;Falan;Tolima
994;AGA;902038;1049935;Oro-Au;Veta;Calamonte;Falan;Tolima
995;AGA;902900;1051546;Oro-Au;Veta;El Socorro;Falan;Tolima
996;AGA;903976;1053048;Oro-Au;Veta;Jimenez;Falan;Tolima
997;AGA;904946;1055303;Oro-Au;Veta;El Cristo;Falan;Tolima
998;AGA;890328;1051349;Oro-Au;Veta;Santa Helena;Casabianca;Tolima
999;AGA;891512;1052851;Oro-Au;Veta;El Carmen;Palocabildo;Tolima
1000;AGA;895169;1055102;Oro-Au;Veta;El Tesoro;Palocabildo;Tolima
1001;AGA;892807;1056825;Oro-Au;Veta;El Recreo;Casabianca;Tolima
1002;AGA;882381;1053939;Oro-Au;Veta;La Linda;Casabianca;Tolima
1003;AGA;874000;1053843;Oro-Au;Veta;La Floresta;Hervero;Tolima
1004;AGA;906346;1057343;Oro-Au;Veta;Pueblo Viejo;Falan;Tolima
1005;AGA;906563;1059061;Oro-Au;Veta;El Dorado;Falan;Tolima
1006;AGA;905060;1059386;Oro-Au;Veta;La Obdulia;Falan;Tolima
1007;AGA;906350;1060136;Oro-Au;Veta;La Platilla;Falan;Tolima
1008;AGA;901520;1063796;Oro-Au;Veta;Fatima;Falan;Tolima
1009;AGA;895614;1065631;Oro-Au;Veta;Colombia;Fresno;Tolima
1010;AGA;887662;1065428;Oro-Au;Veta;El Centro;Fresno;Tolima
1011;AGA;894122;1074444;Oro-Au;Veta;La Espanola;Fresno;Tolima
1012;AGA;903247;1068843;Oro-Au;Veta;El Caiman;Mariquita;Tolima
1013;AGA;901207;1070028;Oro-Au;Veta;El Crucero;Mariquita;Tolima
1014;AGA;901103;1072070;Oro-Au;Veta;Plata Vieja;Mariquita;Tolima
1015;AGA;788905;1117449;Oro-Au;Veta;Sin Informacion;Andes;Antioquia
1016;AGA;789280;1105460;Oro-Au;Veta;Sin Informacion;Andes;Antioquia
1017;AGA;803391;1104399;Oro-Au;Veta;Sin Informacion;Jardin;Antioquia
1018;AGA;822249;1081171;Oro-Au;Veta;La Nacion;Quinchia;Risaralda
1019;AGA;822061;1082107;Oro-Au;Veta;El Guamo;Quinchia;Risaralda
1020;AGA;821812;1082981;Oro-Au;Veta;El Sabanero;Quinchia;Risaralda
1021;AGA;826058;1081233;Oro-Au;Veta;Piedra Parada;Quinchia;Risaralda
1022;AGA;825059;1083980;Oro-Au;Veta;La Horqueta;Riosucio;Caldas
1023;AGA;822249;1094596;Oro-Au;Veta;Mendecabezas;Supia;Caldas
1024;AGA;820126;1094970;Oro-Au;Veta;El Barro;Riosucio;Caldas
1025;AGA;821437;1095595;Oro-Au;Veta;Tabuyo;Riosucio;Caldas
1026;AGA;832364;1097905;Oro-Au;Veta;Minas Nacionales de Marmato;Marmato;Caldas
1027;AGA;832364;1099216;Oro-Au;Veta;Echandia;Marmato;Caldas
1028;AGA;823935;1100902;Oro-Au;Veta;Orofino;Supia;Caldas
1029;AGA;822061;1106022;Oro-Au;Veta;Sin Informacion;Caramanta;Antioquia
1030;AGA;820813;1107084;Oro-Au;Veta;San Jose;Tamesis;Antioquia
1031;AGA;820313;1108770;Oro-Au;Veta;La Esperanza;Tamesis;Antioquia
1032;AGA;819439;1111829;Oro-Au;Veta;Goicondo;Tamesis;Antioquia
1033;AGA;829242;1100590;Oro-Au;Veta;Llorona;Marmato;Caldas
1034;AGA;830803;1102089;Oro-Au;Veta;Los Ojos;Marmato;Caldas
1035;AGA;832801;1103025;Oro-Au;Veta;Guaimarala;Caramanta;Antioquia
1036;AGA;831428;1103150;Oro-Au;Veta;El Chispero;Caramanta;Antioquia
1037;AGA;832427;1104087;Oro-Au;Veta;Naranjal;Caramanta;Antioquia
1038;AGA;829180;1104149;Oro-Au;Veta;California;Caramanta;Antioquia
1039;AGA;831053;1105086;Oro-Au;Veta;La Colombiana;Caramanta;Antioquia
1040;AGA;830928;1106147;Oro-Au;Veta;La Mancha;Caramanta;Antioquia
1041;AGA;831927;1107583;Oro-Au;Veta;Chisapalo;Caramanta;Antioquia
1042;AGA;827431;1108395;Oro-Au;Veta;La Bomba;Caramanta;Antioquia
1043;AGA;829055;1109519;Oro-Au;Veta;Yarumalito;Caramanta;Antioquia
1044;AGA;830366;1110019;Oro-Au;Veta;Carmelo;Caramanta;Antioquia
1045;AGA;827744;1110331;Oro-Au;Veta;Yarumal Grande;Valparaiso;Antioquia
1046;AGA;827993;1111392;Oro-Au;Veta;San antonio;Valparaiso;Antioquia
1047;AGA;830241;1111392;Oro-Au;Veta;Frisolero;Valparaiso;Antioquia
1048;AGA;836417;1020559;Oro-Au;Veta;Sin Informacion;Santa de Rosa de Cabal;Risaralda
1049;AGA;846514;1034407;Oro-Au;Veta;Sin Informacion;Villamaria;Caldas
1050;AGA;845649;1049120;Oro-Au;Veta;Sin Informacion;Manizales;Caldas
1051;AGA;846803;1045658;Oro-Au;Veta;Sin Informacion;Villamaria;Caldas
1052;AGA;843341;1045370;Oro-Au;Veta;Sin Informacion;Villamaria;Caldas
1053;AGA;842187;1048832;Oro-Au;Veta;Sin Informacion;Villamaria;Caldas
1054;AGA;883154;1064699;Oro-Au;Veta;Sin Informacion;Manzanares;Caldas
1055;AGA;884596;1067872;Oro-Au;Veta;Sin Informacion;Manzanares;Caldas
1056;AGA;886616;1070757;Oro-Au;Veta;Sin Informacion;Manzanares;Caldas
1057;AGA;888347;1083451;Oro-Au;Veta;Sin Informacion;Pensilvania;Caldas
1058;AGA;884596;1089510;Oro-Au;Veta;Sin Informacion;Pensilvania;Caldas
1059;AGA;887193;1093837;Oro-Au;Veta;Sin Informacion;Pensilvania;Caldas
1060;AGA;886327;1104511;Oro-Au;Veta;Sin Informacion;Samana;Caldas
1061;AGA;888347;1107685;Oro-Au;Veta;Sin Informacion;Samana;Caldas
1062;AGA;876807;1100761;Oro-Au;Veta;Sin Informacion;Pensilvania;Caldas
1063;AGA;878538;1096722;Oro-Au;Veta;Sin Informacion;Pensilvania;Caldas
1064;AGA;875076;1095568;Oro-Au;Veta;Sin Informacion;Pensilvania;Caldas
1065;AGA;821992;1088067;Oro-Au;Veta;Sin Informacion;Riosucio;Caldas
1066;AGA;782180;1087779;Oro-Au;Veta;Sin Informacion;Mistrato;Risaralda
1067;AGA;784488;1092683;Oro-Au;Veta;Sin Informacion;Mistrato;Risaralda
1068;AGA;783045;1081143;Oro-Au;Veta;Sin Informacion;Pueblo Rico;Risaralda
1069;AGA;787435;1111795;Oro-Au;Veta;Sin Informacion;Andes;Antioquia
1070;AGA;776294;1145399;Oro-Au;Diseminado;Sin Informacion;Ciudad Bolivar;Choco
1071;AGA;778482;1158397;Oro-Au;Veta;Sin Informacion;Salgar;Antioquia
1072;AGA;792271;1195932;Oro-Au;Veta;Sin Informacion;Caicedo;Antioquia
1073;AGA;811149;1029783;Oro-Au;Veta;Sin Informacion;Pereira;Risaralda
1074;AGA;833582;1060807;Oro-Au;Veta;Sin Informacion;Manizales;Caldas
1075;AGA;811210;1072757;Oro-Au;Veta;Sin Informacion;Anserma;Caldas
1076;AGA;815594;1105973;Oro-Au;Veta;Sin Informacion;Riosucio;Caldas
1077;AGA;810938;1130175;Oro-Au;Veta;Sin Informacion;Jerico;Antioquia
1078;AGA;838757;1138796;Oro-Au;Veta;Sin Informacion;Santa Barbara;Antioquia
1079;AGA;818227;1170608;Oro-Au;Veta;Sin Informacion;Angelopolis;Antioquia
1080;AGA;849486;1101818;Oro-Au;Veta;Marmato;Pacora;Caldas
1081;AGA;781957;1231458;Oro-Au;Veta;Morrogachito;Abriaqui;Antioquia
1082;AGA;776834;1133211;Oro-Au;Veta;Dabaibe;Bolivar;Antioquia
1083;AGA;787267;1121435;Oro-Au;Veta;La Argelia;Betania;Antioquia
1084;AGA;772814;1219395;Oro-Au;Veta;La Horqueta;Abriaqui;Antioquia
1085;AGA;772666;1224826;Oro-Au;Veta;Sin Informacion;Abriaqui;Antioquia
1086;AGA;767614;1225887;Oro-Au;Veta;Sin Informacion;Frontino;Antioquia
1087;AGA;767178;1226666;Oro-Au;Veta;Sin Informacion;Frontino;Antioquia
1088;AGA;771294;1231843;Oro-Au;Veta;Sin Informacion;Frontino;Antioquia
1089;AGA;805063;1105181;Oro-Au;Veta;Sin Informacion;Jardin;Antioquia
1090;AGA;820538;1108145;Oro-Au;Sin Informacion;Sin Informacion;Tamesis;Antioquia
1091;AGA;821027;1108532;Oro-Au;Sin Informacion;Sin Informacion;Tamesis;Antioquia
1092;AGA;821902;1110738;Oro-Au;Sin Informacion;Sin Informacion;Tamesis;Antioquia
1093;AGA;816143;1112557;Oro-Au;Sin Informacion;Sin Informacion;Tamesis;Antioquia
1094;AGA;826773;1105505;Oro-Au;Sin Informacion;Sin Informacion;Camaranta;Antioquia
1095;AGA;828579;1103403;Oro-Au;Sin Informacion;Sin Informacion;Caramanta;Antioquia
1096;AGA;828677;1103057;Oro-Au;Sin Informacion;Sin Informacion;Marmato;Caldas
1097;AGA;828974;1103305;Oro-Au;Sin Informacion;Sin Informacion;Marmato;Caldas
1098;AGA;829741;1103057;Oro-Au;Sin Informacion;Sin Informacion;Marmato;Caldas
1099;AGA;828504;1102068;Oro-Au;Sin Informacion;Sin Informacion;Marmato;Caldas
1100;AGA;829642;1101623;Oro-Au;Sin Informacion;Sin Informacion;Marmato;Caldas
1101;AGA;827095;1101524;Oro-Au;Sin Informacion;Sin Informacion;Supia;Caldas
1102;AGA;826081;1101054;Oro-Au;Sin Informacion;Sin Informacion;Supia;Caldas
1103;AGA;827317;1100337;Oro-Au;Sin Informacion;Sin Informacion;Supia;Caldas
1104;AGA;829048;1100832;Oro-Au;Sin Informacion;Sin Informacion;Marmato;Caldas
1105;AGA;828875;1100585;Oro-Au;Sin Informacion;Sin Informacion;Supia;Caldas
1106;AGA;828752;1100288;Oro-Au;Sin Informacion;Sin Informacion;Supia;Caldas
1107;AGA;828529;1100164;Oro-Au;Sin Informacion;Sin Informacion;Supia;Caldas
1108;AGA;826427;1107632;Oro-Au;Sin Informacion;Sin Informacion;Caramanta;Antioquia
1109;AGA;826971;1107978;Oro-Au;Sin Informacion;Sin Informacion;Camaranta;Antioquia
1110;AGA;827120;1108250;Oro-Au;Sin Informacion;Sin Informacion;Camaranta;Antioquia
1111;AGA;829617;1110327;Oro-Au;Sin Informacion;Sin Informacion;Valparaiso;Antioquia
1112;AGA;828999;1111341;Oro-Au;Sin Informacion;Sin Informacion;Valparaiso;Antioquia
1113;AGA;828257;1110525;Oro-Au;Sin Informacion;Sin Informacion;Valparaiso;Antioquia
1114;AGA;825413;1110327;Oro-Au;Sin Informacion;Sin Informacion;Valparaiso;Antioquia
1115;AGA;824622;1112627;Oro-Au;Sin Informacion;Sin Informacion;Valparaiso;Antioquia
1116;AGA;817030;1111984;Oro-Au;Sin Informacion;Sin Informacion;Tamesis;Antioquia
1117;AGA;819380;1110772;Oro-Au;Sin Informacion;Sin Informacion;Tamesis;Antioquia
1118;AGA;822842;1107681;Oro-Au;Sin Informacion;Sin Informacion;Caramanta;Antioquia
1119;AGA;821333;1107780;Oro-Au;Sin Informacion;Sin Informacion;Caramanta;Antioquia
1120;AGA;855300;1049972;Oro-Au;Sin Informacion;El Contento;Manizales;Caldas
1121;AGA;853080;1049702;Oro-Au;Veta;Volcanes;Manizales;Caldas
1122;AGA;853400;1051402;Oro-Au;Veta;La Morisca;Manizales;Caldas
1123;AGA;850250;1050252;Oro-Au;Veta;El Diamante;Manizales;Caldas
1124;AGA;854800;1050252;Oro-Au;Veta;La Zorra;Manizales;Caldas
1125;AGA;873680;1053262;Oro-Au;Veta;La Floresta;Herveo;Tolima
1126;AGA;893400;1094502;Oro-Au;Veta;La Cristalina;Samana;Caldas
1127;AGA;881600;1088802;Oro-Au;Veta;La Morena;Pensilvania;Caldas
1128;AGA;883200;1103252;Oro-Au;Veta;La Rica;Pensilvania;Caldas
1129;AGA;888660;1068102;Oro-Au;Veta;San Antonio;Fresno;Tolima
1130;AGA;883520;1063552;Oro-Au;Veta;Los Pobres;Manzanares;Caldas
1131;AGA;888000;1073552;Oro-Au;Veta;La Culebra;Manzanares;Caldas
1132;AGA;831264;1099085;Oro-Au;Veta;Torre II;Marmato;Caldas
1133;AGA;878952;1118069;Oro-Au;Veta;El Cuartel;Argelia;Antioquia
1134;AGA;769948;1202926;Oro-Au;Veta;Los Rusos;Urrao;Antioquia
1135;AGA;771242;1202790;Oro-Au;Veta;Caja de Oro;Urrao;Antioquia
1136;AGA;767328;1207836;Oro-Au;Veta;El Fierro;Urrao;Antioquia
1137;AGA;819977;1075088;Oro-Au;Sin Informacion;Sin Nombre;Quinchia;Risaralda
1138;AGA;831593;1097913;Oro-Au;Sin Informacion;Dorotea;Marmato;Caldas
1139;AGA;832310;1097170;Oro-Au;Sin Informacion;La Maruja;Marmato;Caldas
1140;AGA;817000;1083002;Oro-Au;Aluvial;Opirama;Anserma;Caldas
1141;AGA;775000;1087502;Oro-Au;Aluvial;Puerto de Oro;Pueblo Rico;Risaralda
1142;AGA;762000;1076602;Oro-Au;Aluvial;Santa Cecilia;Pueblo Rico;Risaralda
1143;AGA;741000;1270002;Oro-Au;Veta;Amparrado;Dabeiba;Antioquia
1144;AGA;768500;1278502;Oro-Au;Veta;Quiparado;Dabeiba;Antioquia
1145;AGA;768000;1261002;Oro-Au;Veta;;Uramita;Antioquia
1146;AGA;741000;1254252;Oro-Au;Veta;Alto Amparrado;Dabeiba;Antioquia
1147;AGA;728000;1272002;Oro-Au;Veta;Paramillo;Carmen del darien (Cubarado);Choco
1148;AGA;789000;1273002;Oro-Au;Veta;Alto Urama;Dabeiba;Antioquia
1149;AGA;802750;1267252;Oro-Au;Veta;El Salton;Peque;Antioquia
1150;AGA;748500;1218502;Oro-Au;Aluvial;Bajo Penderisco;Frontino;Antioquia
1151;AGA;723500;1220502;Oro-Au;Aluvial;Bajo Mande;Vigia del Fuerte;Antioquia
1152;AGA;737250;1183502;Oro-Au;Aluvial;Ocaido;Urrao;Antioquia
1153;AGA;740000;1185502;Oro-Au;Veta;Ocaido;Urrao;Antioquia
1154;AGA;749750;1191752;Oro-Au;Veta;Alto Nendo;Urrao;Antioquia
1155;AGA;748250;1207002;Oro-Au;Aluvial;Bajo Nendo;Urrao;Antioquia
1156;AGA;797000;1183002;Oro-Au;Aluvial;Bajo Pabon;Urrao;Antioquia
1157;AGA;771250;1165702;Oro-Au;Veta;Alto Pabon;Urrao;Antioquia
1158;AGA;824750;1134502;Oro-Au;Aluvial;La Rosada;Fredonia;Antioquia
1159;AGA;818500;1138502;Oro-Au;Aluvial;Puente Iglesias;Fredonia;Antioquia
1160;AGA;830500;1211502;Oro-Au;Veta;Herrero;Belmira;Antioquia
1161;AGA;815000;1212002;Oro-Au;Aluvial;La Miranda;Sopetran;Antioquia
1162;AGA;807000;1243502;Oro-Au;Aluvial;El Guaico;Sabanalarga;Antioquia
1163;AGA;810000;1242752;Oro-Au;Veta;El Duende;Liborina;Antioquia
1164;AGA;919250;1248002;Oro-Au;Veta;San Jose;Vegachi;Antioquia
1165;AGA;819500;1251252;Oro-Au;Veta;San Andres;San Jose de la Montana;Antioquia
1166;AGA;835250;1264502;Oro-Au;Veta;Santo Tomas;Yarumal;Antioquia
1167;AGA;830250;1275502;Oro-Au;Veta;Berlin;Briceno;Antioquia
1168;AGA;832500;1280002;Oro-Au;Veta;El Rosario;Briceno;Antioquia
1169;AGA;818000;1272252;Oro-Au;Veta;;Toledo;Antioquia
1170;AGA;827250;1287752;Oro-Au;Veta;Pascuita;Ituango;Antioquia
1171;AGA;826750;1306502;Oro-Au;Veta;Santa Rita;Ituango;Antioquia
1172;AGA;857000;1306002;Oro-Au;Aluvial;El Pescado;Valdivia;Antioquia
1173;AGA;852500;1311502;Oro-Au;Veta;San cayetano;Taraza;Antioquia
1174;AGA;863000;1314002;Oro-Au;Aluvial;El Doce;Valdivia;Antioquia
1175;AGA;923000;1345002;Oro-Au;Aluvial;Cuturu;Zaragoza;Antioquia
1176;AGA;921000;1339252;Oro-Au;Aluvial;Puerto Claver;Zaragoza;Antioquia
1177;AGA;917750;1333752;Oro-Au;Aluvial;El Bagre;Zaragoza;Antioquia
1178;AGA;913750;1323502;Oro-Au;Aluvial;Zaragoza;Zaragoza;Antioquia
1179;AGA;913500;1317002;Oro-Au;Veta;El limon;Zaragoza;Antioquia
1180;AGA;927000;1317252;Oro-Au;Aluvial;Pocune;El Bagre;Antioquia
1181;AGA;896000;1309002;Oro-Au;Aluvial;Australasia;Anori;Antioquia
1182;AGA;892250;1304002;Oro-Au;Veta;El Tirofeo;Anori;Antioquia
1183;AGA;893000;1300752;Oro-Au;Aluvial;Madre Seca;Anori;Antioquia
1184;AGA;897000;1298502;Oro-Au;Veta;La Cruz;Anori;Antioquia
1185;AGA;864500;1304502;Oro-Au;Veta;Raudal;Valdivia;Antioquia
1186;AGA;879500;1278502;Oro-Au;Aluvial;Anori;Anori;Antioquia
1187;AGA;883500;1273502;Oro-Au;Veta;La Arroyave;Anori;Antioquia
1188;AGA;901500;1286502;Oro-Au;Veta;La Vetilla;Anori;Antioquia
1189;AGA;901750;1289252;Oro-Au;Aluvial;Los Rios Mata y Tinita;Anori;Antioquia
1190;AGA;907750;1283502;Oro-Au;Aluvial;Alto Mata;Amalfi;Antioquia
1191;AGA;916250;1294752;Oro-Au;Veta;Machuca;Segovia;Antioquia
1192;AGA;920500;1300002;Oro-Au;Veta;La Botella;Segovia;Antioquia
1193;AGA;918250;1310752;Oro-Au;Veta;L a amada;Zaragoza;Antioquia
1194;AGA;933000;1277752;Oro-Au;Veta;Segovia;Segovia;Antioquia
1195;AGA;900500;1270002;Oro-Au;Veta;La Clara de la union;Amalfi;Antioquia
1196;AGA;933750;1268502;Oro-Au;Veta;Remedios;Remedios;Antioquia
1197;AGA;930000;1261252;Oro-Au;Veta;Santa Isabel;Remedios;Antioquia
1198;AGA;918250;1253502;Oro-Au;Veta;El Desquite;Vegachi;Antioquia
1199;AGA;918000;1248002;Oro-Au;Veta;El Cascajo;Vegachi;Antioquia
1200;AGA;927000;1241252;Oro-Au;Veta;Sondadora;Yali;Antioquia
1201;AGA;927000;1233002;Oro-Au;Veta;El Bosque;Yali;Antioquia
1202;AGA;911500;1231252;Oro-Au;Aluvial;San Andres;Yali;Antioquia
1203;AGA;911000;1232502;Oro-Au;Veta;La Floresta;Yali;Antioquia
1204;AGA;893000;1241752;Oro-Au;Veta;La Cancana;Amalfi;Antioquia
1205;AGA;885500;1238502;Oro-Au;Aluvial;Brasil;Yolombo;Antioquia
1206;AGA;885500;1233752;Oro-Au;Aluvial;El Tapon;Yolombo;Antioquia
1207;AGA;874750;1235252;Oro-Au;Veta;Magdalena;Gomez Plata;Antioquia
1208;AGA;868500;1234752;Oro-Au;Aluvial;El Salto;Carolina;Antioquia
1209;AGA;864750;1232502;Oro-Au;Veta;El Salado;Carolina;Antioquia
1210;AGA;870500;1244502;Oro-Au;Veta;El Machete;Carolina;Antioquia
1211;AGA;871500;1249752;Oro-Au;Veta;Al norte de Guadalupe;Angostura;Antioquia
1212;AGA;879000;1253002;Oro-Au;Aluvial;Caracoli;Amalfi;Antioquia
1213;AGA;880000;1258752;Oro-Au;Veta;Amalfi;Anori;Antioquia
1214;AGA;891500;1261502;Oro-Au;Aluvial;La Viborita;Amalfi;Antioquia
